text,labels
"Hypotonia. Hypotonia is the medical term for decreased muscle tone.Healthy muscles are never fully relaxed. They retain a certain amount of tension and stiffness (muscle tone) that can be felt as resistance to movement.For example, a person relies on the tone in their back and neck muscles to maintain their position when standing or sitting up. Muscle tone decreases during sleep, so if you fall asleep sitting up, you may wake up with your head flopped forward.Hypotonia isn't the same as muscle weakness, although it can be difficult to use the affected muscles. In some conditions, muscle weakness sometimes develops in association with hypotonia.It's most commonly detected in babies soon after birth or at a very young age, although it can also develop later in life.",38.8
"Cavernoma. A cavernoma is a cluster of abnormal blood vessels, usually found in the brain and spinal cord.They're sometimes known as cavernous angiomas, cavernous hemangiomas, or cerebral cavernous malformation (CCM).A typical cavernoma looks like a raspberry. It's filled with blood that flows slowly through vessels that are like ""caverns"". A cavernoma can vary in size from a few millimetres to several centimetres across.",35.1
"Actinic keratoses. Actinic keratoses (also called solar keratoses) are dry scaly patches of skin that have been damaged by the sun.The patches are not usually serious. But there's a small chance they could become skin cancer, so it's important to avoid further damage to your skin.",66.33333333
"Ataxia. Ataxia is a term for a group of disorders that affect co-ordination, balance and speech.Any part of the body can be affected, but people with ataxia often have difficulties with:balance and walking speaking swallowing tasks that require a high degree of control, such as writing and eating vision  The exact symptoms and their severity vary depending on the type of ataxia a person has.",23.63636364
"Rosacea. Rosacea is a long-term skin condition that mainly affects the face. It's more common in women and people with lighter skin, but symptoms can be worse in men. Treatment can help with symptoms.",66.8
Corns and calluses. Corns and calluses are hard or thick areas of skin that can be painful. They're not often serious. There are things you can try to ease them yourself.,80.0
"Cradle cap. Cradle cap is a harmless skin condition that's common in babies. It usually clears up on its own, but there are things you can try to make it better.",88.18181818
"Post-traumatic stress disorder. Post-traumatic stress disorder (PTSD) is an anxiety disorder caused by very stressful, frightening or distressing events.",32.2
"Sunburn. Sunburn is red, hot and sore skin caused by too much sun. It may flake and peel after a few days. You can treat it yourself. It usually gets better within 7 days.",79.5
"Diphtheria. Diphtheria is a highly contagious and potentially fatal infection that can affect the nose and throat, and sometimes the skin. It's rare in the UK, but there's a small risk of catching it while travelling in some parts of the world.",29.4
"Alcohol poisoning. Alcohol poisoning occurs when a person drinks a toxic amount of alcohol, usually over a short period of time (binge drinking).Being poisoned by alcohol can damage your health or even put your life in danger.Alcohol poisoning is a leading cause of poisoning in England, especially among young people.It's important to avoid misusing alcohol and to be aware of how much you're drinking and the effect this could have on your body.",24.55555556
"Kwashiorkor. Kwashiorkor is a severe form of malnutrition. It's most common in some developing regions where babies and children do not get enough protein or other essential nutrients in their diet.The main sign of kwashiorkor is too much fluid in the body's tissues, which causes swelling under the skin (oedema). It usually begins in the legs, but can involve the whole body, including the face.",25.4
Snoring. Snoring is very common and is not usually caused by anything serious. There are things you can do to help yourself if it's a problem.,77.33333333
"Seasonal affective disorder. Seasonal affective disorder (SAD) is a type of depression that comes and goes in a seasonal pattern.SAD is sometimes known as ""winter depression"" because the symptoms are usually more apparent and more severe during the winter.A few people with SAD may have symptoms during the summer and feel better during the winter.",45.27272727
Fungal nail infection. Fungal nail infections are common. They're not serious but they can take a long time to treat.,84.36363636
"Knock knees. A person with knock knees (genu valgum) has a large gap between their feet when they're standing with their knees together.Many young children have knock knees, which tend to be most obvious at around the age of 4.It's almost always just a normal part of their development, and their legs will normally straighten by the age of 6 or 7.Slight knock knees can continue into adulthood, but this also isn't usually anything to worry about unless it causes other problems.However, knock knees can very occasionally be a sign of an underlying condition that needs treatment, especially if the condition develops in older children or adults, or doesn't improve with age.",69.375
"Benign brain tumour. A benign (non-cancerous) brain tumour is a mass of cells that grows relatively slowly in the brain.Non-cancerous brain tumours tend to stay in one place and do not spread. It will not usually come back if all of the tumour can be safely removed during surgery.If the tumour cannot be completely removed, there's a risk it could grow back. In this case it'll be closely monitored using scans or treated with radiotherapy.Read about malignant brain tumour (brain cancer).",43.54545455
"Frostbite. Frostbite is damage to skin and tissue caused by exposure to freezing temperatures – typically any temperature below -0.55C (31F).Frostbite can affect any part of your body, but the extremities, such as the hands, feet, ears, nose and lips, are most likely to be affected.The symptoms of frostbite usually begin with the affected parts feeling cold and painful. If exposure to the cold continues, you may feel pins and needles before the area becomes numb as the tissues freeze.",33.22222222
"Bowel cancer. Bowel cancer is a general term for cancer that begins in the large bowel. Depending on where the cancer starts, bowel cancer is sometimes called colon or rectal cancer.Bowel cancer is one of the most common types of cancer diagnosed in the UK. Most people diagnosed with it are over the age of 60.",14.88888889
"Wolff-Parkinson-White syndrome. Wolff-Parkinson-White (WPW) syndrome is a relatively common heart condition that causes the heart to beat abnormally fast for periods of time.The cause is an extra electrical connection in the heart. This problem with the heart is present at birth (congenital), although symptoms may not develop until later in life. Many cases are diagnosed in otherwise healthy young adults.Sometimes the extra electrical connection won't cause any symptoms and may only be picked up when an electrocardiogram (ECG) test is carried out for another reason. In these cases, further tests will be done to determine if treatment is required.",60.0
"Haemophilia. Haemophilia is a rare condition that affects the blood's ability to clot. It's usually inherited. Most people who have it are male.Normally, when you cut yourself, substances in your blood known as clotting factors mix with blood cells called platelets to make your blood sticky and form a clot. This makes the bleeding stop eventually.People with haemophilia do not have as many clotting factors as they should have in their blood. This means they bleed for longer than usual.",47.3
"Burns and scalds. Burns and scalds are damage to the skin usually caused by heat. Both are treated in the same way.A burn is caused by dry heat – by an iron or fire, for example. A scald is caused by something wet, such as hot water or steam.Burns can be very painful and may cause:red or peeling skinblistersswellingwhite or charred skinThe amount of pain you feel is not always related to how serious the burn is. Even a very serious burn may be relatively painless.",59.4
"Hepatitis C. Hepatitis C is a virus that can infect the liver. If left untreated, it can sometimes cause serious and potentially life-threatening damage to the liver over many years.But with modern treatments, it's usually possible to cure the infection, and most people with it will have a normal life expectancy.It's estimated around 215,000 people in the UK have hepatitis C.You can become infected with it if you come into contact with the blood of an infected person.",60.0
"Acute kidney injury. Acute kidney injury (AKI) is where your kidneys suddenly stop working properly. It can range from minor loss of kidney function to complete kidney failure.AKI normally happens as a complication of another serious illness. It's not the result of a physical blow to the kidneys, as the name might suggest.This type of kidney damage is usually seen in older people who are unwell with other conditions and the kidneys are also affected. It's essential that AKI is detected early and treated promptly. Without quick treatment, abnormal levels of salts and chemicals can build up in the body, which affects the ability of other organs to work properly. If the kidneys shut down completely, this may require temporary support from a dialysis machine, or lead to death.",24.1
"Neuroendocrine tumours. A neuroendocrine tumour is a rare tumour that can develop in many different organs of the body. It affects the cells that release hormones into the bloodstream (neuroendocrine cells).Neuroendocrine tumours can be cancerous (malignant) or non-cancerous (benign). They often grow slowly, but not always.",27.5
"Compartment syndrome. Compartment syndrome is a painful and potentially serious condition caused by bleeding or swelling within an enclosed bundle of muscles – known as a muscle compartment.Each group of muscles in the arms and legs, together with nearby blood vessels and nerves, is contained in a space surrounded by tissue called fascia.Compartment syndrome occurs when the pressure within a compartment increases, restricting the blood flow to the area and potentially damaging the muscles and nearby nerves.It usually occurs in the legs, feet, arms or hands, but can occur wherever there's an enclosed compartment inside the body.",48.7
"Common cold. CoronavirusIf you have a high temperature, a new, continuous cough or a loss or change to your sense of smell or taste, it could be coronavirus (COVID-19).Get advice about coronavirus symptoms and what to do",68.44444444
"Flat feet. Flat feet, or ""fallen arches"", are where your feet press flat on the ground. They're common and usually nothing to worry about.Check if you have flat feetTo see if you have flat feet, check the inner sides of your feet while you're standing up. If you have flat feet, your feet will be flat on the ground  You don't have flat feet if part of your foot is raised off the ground (this is called the arch) Flat feet don't usually need to be treatedYou don't need to do anything if you or your child have flat feet that aren't causing any problems.Flat feet:don't usually cause any problemsshouldn't stop you doing any activities, including sportsare rarely a sign of anything seriousIn children, flat feet usually last until they're about 6 years of age.",76.8
Blue skin or lips. Blue skin or lips need to be checked urgently in hospital. See a GP if you have blue fingers or toes.,31.9
"Heavy periods. Heavy periods are common, but they can have a big effect on a woman's everyday life. They do not always have an underlying cause, but they can result from problems such as fibroids or endometriosis, so it's important to get your symptoms checked out.",61.55555556
Brain haemorrhage. A subarachnoid haemorrhage is an uncommon type of stroke caused by bleeding on the surface of the brain. It's a very serious condition and can be fatal.,7.090909091
"Colour vision deficiency. People with colour vision deficiency find it difficult to identify and distinguish between certain colours.It's sometimes called being ""colour blind"", although total colour blindness (an inability to see any colour) is very rare.Colour vision deficiency is usually passed on to a child by their parents (inherited) and is present from birth, although sometimes it can develop later in life.Most people are able to adapt to colour vision deficiency and it's rarely a sign of anything serious.",79.77777778
"Neuroendocrine tumours and carcinoid syndrome. Neuroendocrine tumours (NETs) are rare tumours of the neuroendocrine system, the system in the body that produces hormones. They can be cancerous or non-cancerous.The tumour usually grows in the bowels or appendix, but it can also be found in the stomach, pancreas, lung, breast, kidney, ovaries or testicles. It tends to grow very slowly.Neuroendocrine tumours are sometimes referred to as carcinoid tumours, particularly when they affect the small bowel, large bowel or appendix.Carcinoid syndrome is the collection of symptoms some people get when a neuroendocrine tumour, usually one that has spread to the liver, releases hormones such as serotonin into the bloodstream.About 2,900 people are diagnosed with a neuroendocrine tumour each year in the UK, but not everyone with a tumour will have carcinoid syndrome.Cancer Research UK has more information about different types of neuroendocrine tumours.",33.55555556
"Shoulder impingement. Shoulder impingement is a very common cause of shoulder pain, where a tendon (band of tissue) inside your shoulder rubs or catches on nearby tissue and bone as you lift your arm.It affects the rotator cuff tendon, which is the rubbery tissue that connects the muscles around your shoulder joint to the top of your arm.An impinging shoulder will often improve in a few weeks or months, especially with the right type of shoulder exercises, but occasionally it can be an ongoing problem.",63.63636364
"Dupuytren's contracture. Dupuytren's contracture is when 1 or more fingers bend in towards your palm. There's no cure, but your fingers can be straightened if it's severe.",71.66666667
"Buttock pain. Sciatica is when the sciatic nerve, which runs from your hips to your feet, is irritated. It usually gets better in 4 to 6 weeks but can last longer.",54.3
Lumps. Lumps can appear anywhere on your body. Most lumps are harmless but it's important to see your GP if you're worried or the lump is still there after 2 weeks.,57.5
Trichomoniasis. Trichomoniasis is a sexually transmitted infection (STI) caused by a tiny parasite called Trichomonas vaginalis (TV).,49.44444444
"Skin picking disorder. Also called dermatillomania or excoriation disorder, skin picking disorder is where you cannot stop picking at your skin. There are things you can try to help yourself, but some people may need professional treatment.",64.09090909
"Agoraphobia. Agoraphobia is a fear of being in situations where escape might be difficult or that help wouldn't be available if things go wrong.Many people assume agoraphobia is simply a fear of open spaces, but it's actually a more complex condition. Someone with agoraphobia may be scared of:travelling on public transport visiting a shopping centre leaving home If someone with agoraphobia finds themselves in a stressful situation, they'll usually experience the symptoms of a panic attack, such as:rapid heartbeat rapid breathing (hyperventilating) feeling hot and sweaty feeling sick They'll avoid situations that cause anxiety and may only leave the house with a friend or partner. They'll order groceries online rather than going to the supermarket. This change in behaviour is known as avoidance. Read more about the symptoms of agoraphobia.",41.1
"Blindness and vision loss. In the UK, there are almost 2 million people living with sight loss. Of these, around 360,000 are registered as blind or partially sighted.Being told you have a visual impairment that can't be treated can be difficult to come to terms with.Some people go through a process similar to bereavement, where they experience a range of emotions including shock, anger, and denial, before eventually coming to accept their condition.",48.0
"Coughing up blood. Coughing up blood can be alarming, but isn't usually a sign of a serious problem if you're young and otherwise healthy. It's more a cause for concern in older people, particularly those who smoke.The medical term for coughing up blood is haemoptysis.You may cough up small amounts of bright red blood, or frothy blood-streaked sputum (phlegm). The blood is usually from your lungs and is often the result of prolonged coughing or a chest infection.If the blood is dark and contains bits of food or what look like coffee grounds, it may be coming from your digestive system. This is a more serious problem and you should go to hospital straight away. Read more about vomiting blood.",33.9
"IBS. Irritable bowel syndrome (IBS) is a common condition that affects the digestive system.It causes symptoms like stomach cramps, bloating, diarrhoea and constipation. These tend to come and go over time, and can last for days, weeks or months at a time.It's usually a lifelong problem. It can be very frustrating to live with and can have a big impact on your everyday life.There's no cure, but diet changes and medicines can often help control the symptoms.The exact cause is unknown – it's been linked to things like food passing through your gut too quickly or too slowly, oversensitive nerves in your gut, stress and a family history of IBS.",53.81818182
"Cystic fibrosis. Cystic fibrosis is an inherited condition that causes sticky mucus to build up in the lungs and digestive system. This causes lung infections and problems with digesting food.In the UK, most cases of cystic fibrosis are picked up at birth using the newborn screening heel prick test.Symptoms usually start in early childhood and vary from child to child, but the condition gets slowly worse over time, with the lungs and digestive system becoming increasingly damaged.Treatments are available to help reduce the problems caused by the condition and make it easier to live with, but sadly life expectancy is shortened.",29.1
"Alkaptonuria. Alkaptonuria, or ""black urine disease"", is a very rare inherited disorder that prevents the body fully breaking down two protein building blocks (amino acids) called tyrosine and phenylalanine.It results in a build-up of a chemical called homogentisic acid in the body. This can turn urine and parts of the body a dark colour and lead to a range of problems over time.Amino acids are usually broken down in a series of chemical reactions. But in alkaptonuria, a substance produced along the way, homogentisic acid, cannot be broken down any further. This is because the enzyme that normally breaks it down does not work properly. Enzymes are proteins that make chemical reactions happen. One of the earliest signs of the condition is dark-stained nappies, as homogentisic acid causes urine to turn black when exposed to air for a few hours.If this sign is missed or overlooked, the disorder may go unnoticed until adulthood, as there are usually no other noticeable symptoms until the person reaches their late 20s to early 30s.",44.09090909
Itchy skin. Itchy skin is not usually a sign of anything serious. You can often treat it yourself and it will usually go away after a few weeks.,72.11111111
Toxoplasmosis. Toxoplasmosis is a common infection that you can catch from the poo of infected cats or infected meat. It's usually harmless but can cause serious problems in some people.,45.4
"Cholesterol. high cholesterol is when you have too much of a fatty substance called cholesterol in your bloodit's mainly caused by eating fatty food, not exercising enough, being overweight, smoking and drinking alcohol. It can also run in familiesyou can lower your cholesterol by eating healthily and getting more exercise. Some people also need to take medicinetoo much cholesterol can block your blood vessels. It makes you more likely to have heart problems or a strokehigh cholesterol does not cause symptoms. You can only find out if you have it from a blood test",54.2
"Hoarding disorder. A hoarding disorder is where someone acquires an excessive number of items and stores them in a chaotic manner, usually resulting in unmanageable amounts of clutter. The items can be of little or no monetary value.Hoarding is considered a significant problem if:the amount of clutter interferes with everyday living – for example, the person is unable to use their kitchen or bathroom and cannot access roomsthe clutter is causing significant distress or negatively affecting the quality of life of the person or their family – for example, they become upset if someone tries to clear the clutter and their relationship suffersHoarding disorders are challenging to treat because many people who hoard frequently do not see it as a problem, or have little awareness of how it's affecting their life or the lives of others. Many do realise they have a problem but are reluctant to seek help because they feel extremely ashamed, humiliated or guilty about it.It's really important to encourage a person who is hoarding to seek help, as their difficulties discarding objects can not only cause loneliness and mental health problems but also pose a health and safety risk. If not tackled, it's a problem that will probably never go away.",60.77777778
"Charcot-Marie-Tooth disease. Charcot-Marie-Tooth disease (CMT) is a group of inherited conditions that damage the peripheral nerves.It's also known as hereditary motor and sensory neuropathy (HMSN) or peroneal muscular atrophy (PMA).The peripheral nerves are found outside the main central nervous system (brain and spinal cord). They control the muscles and relay sensory information, such as the sense of touch, from the limbs to the brain.People with CMT may have:muscle weakness in their feet, ankles, legs and hands an awkward way of walking (gait) highly arched or very flat feetnumbness in the feet, arms and hands The symptoms of CMT usually start to appear between the ages of 5 and 15, although they sometimes do not develop until well into middle age or later.CMT is a progressive condition. This means the symptoms slowly get worse, making everyday tasks increasingly difficult.Find out more about the symptoms of CMT",23.36363636
"Clinical depression. Depression is more than simply feeling unhappy or fed up for a few days.Most people go through periods of feeling down, but when you're depressed you feel persistently sad for weeks or months, rather than just a few days.Some people think depression is trivial and not a genuine health condition. They're wrong – it is a real illness with real symptoms. Depression is not a sign of weakness or something you can ""snap out of"" by ""pulling yourself together"".The good news is that with the right treatment and support, most people with depression can make a full recovery.",34.45454545
"Lipoedema. Lipoedema is a long-term (chronic) condition where there's an abnormal build-up of fat cells in the legs, thighs and buttocks, and sometimes in the arms.The condition usually only affects women, although in rare cases it can also affect men.",49.22222222
Swollen arms and hands. Swelling in the arms or hands often goes away on its own. See a GP if it does not get better in a few days.,67.0
"Diabetic ketoacidosis. Diabetic ketoacidosis (DKA) is a serious problem that can happen in people with diabetes if their body starts to run out of insulin.When this happens, harmful substances called ketones build up in the body, which can be life-threatening if it's not found and treated quickly.DKA mainly affects people with type 1 diabetes, but can sometimes affect people with type 2 diabetes. If you have diabetes, it's important to be aware of the risk and know what to do if you get DKA.",24.85714286
"Osteoporosis. Osteoporosis is a health condition that weakens bones, making them fragile and more likely to break. It develops slowly over several years and is often only diagnosed when a fall or sudden impact causes a bone to break (fracture).The most common injuries in people with osteoporosis are:broken wristbroken hipbroken spinal bones (vertebrae) However, breaks can also happen in other bones, such as in the arm or pelvis. Sometimes a cough or sneeze can cause a broken rib or the partial collapse of one of the bones of the spine.Osteoporosis is not usually painful until a bone is broken, but broken bones in the spine are a common cause of long-term pain.Although a broken bone is often the first sign of osteoporosis, some older people develop the characteristic stooped (bent forward) posture. It happens when the bones in the spine have broken, making it difficult to support the weight of the body.Osteoporosis can be treated with bone strengthening medicines.",34.1
"Leg cramps. Leg cramps are very common and usually harmless. They can happen at any time, but most people have them at night or when resting.",87.66666667
"Rett syndrome. Rett syndrome is a rare genetic disorder that affects brain development, resulting in severe mental and physical disability.It is estimated to affect about 1 in 12,000 girls born each year and is only rarely seen in boys.",12.6
"Broken toe. A broken toe can be painful, but you do not usually need to go to hospital. There are things you can do to treat it at home.",64.18181818
"Human papillomavirus. HPV is the name of a very common group of viruses. They do not cause any problems in most people, but some types can cause genital warts or cancer. HPV affects the skin. There are more than 100 different types.",49.11111111
"Costochondritis. Costochondritis is the medical term for inflammation of the cartilage that joins your ribs to your breastbone (sternum). This area is known as the costochondral joint.Cartilage is tough but flexible connective tissue found throughout the body, including in the joints between bones.It acts as a shock absorber, cushioning the joints.Costochondritis may improve on its own after a few weeks, although it can last for several months or more.The condition does not lead to any permanent problems, but may sometimes relapse.",54.45454545
"Hydrocephalus. Hydrocephalus is a build-up of fluid in the brain. The excess fluid puts pressure on the brain, which can damage it.If left untreated, hydrocephalus can be fatal.",20.45454545
"Cerebral palsy. Cerebral palsy is the name for a group of lifelong conditions that affect movement and co-ordination. It's caused by a problem with the brain that develops before, during or soon after birth.",23.7
"Croup. Croup is a condition that affects babies' and young children's airways. It's usually mild, but call NHS 111 or see a GP if you're worried.",62.77777778
"Elbow and arm pain. Elbow and arm pain is not usually a sign of anything serious. If it does not go away after a few weeks, see a GP.",71.2
"Muscular dystrophy. The muscular dystrophies (MD) are a group of inherited genetic conditions that gradually cause the muscles to weaken, leading to an increasing level of disability.MD is a progressive condition, which means it gets worse over time. It often begins by affecting a particular group of muscles, before affecting the muscles more widely.Some types of MD eventually affect the heart or the muscles used for breathing, at which point the condition becomes life-threatening.There's no cure for MD, but treatment can help to manage many of the symptoms.",27.22222222
"Angelman syndrome. Angelman syndrome is a genetic condition that affects the nervous system and causes severe physical and learning disabilities.A person with Angelman syndrome will have a near-normal life expectancy, but they will need support throughout their life.",25.18181818
"Bacterial vaginosis. Bacterial vaginosis (BV) is a common cause of unusual vaginal discharge. BV is not a sexually transmitted infection (STI), but it can increase your risk of getting an STI such as chlamydia.",54.63636364
Sprains and strains. Sprains and strains are common injuries affecting the muscles and ligaments. Most can be treated at home without seeing a GP.,65.36363636
"Back pain. Back pain is very common and usually improves within a few weeks or months.Pain in the lower back (lumbago) is particularly common, although it can be felt anywhere along the spine, from the neck down to the hips.In most cases the pain is not caused by anything serious and will usually get better over time.There are things you can do to help relieve it. But sometimes the pain can last a long time or keep coming back.",58.63636364
"Glomerulonephritis. Glomerulonephritis is damage to the tiny filters inside your kidneys (the glomeruli). It's often caused by your immune system attacking healthy body tissue.Glomerulonephritis does not usually cause any noticeable symptoms. It's more likely to be diagnosed when blood or urine tests are carried out for another reason.Although mild cases of glomerulonephritis can be treated effectively, for some people the condition can lead to long-term kidney problems.",37.11111111
Dental pain. See a dentist if you have toothache that lasts more than 2 days. There are things you can do to ease it while you wait for an appointment.,61.2
"Bone cyst. Bone cysts are fluid-filled holes that form in bones. They mainly affect children and teenagers. They're not usually serious, but they sometimes need to be treated with surgery.",63.09090909
"Earache. Earache and ear pain is common, particularly in young children. It can be painful, but is not usually a sign of anything serious.",62.09090909
"Food allergy. A food allergy is when the body's immune system reacts unusually to specific foods. Although allergic reactions are often mild, they can be very serious.Symptoms of a food allergy can affect different areas of the body at the same time. Some common symptoms include:an itchy sensation inside the mouth, throat or ears a raised itchy red rash (urticaria, or ""hives"") swelling of the face, around the eyes, lips, tongue and roof of the mouth (angioedema)vomiting ",52.22222222
"Genital warts. Genital warts is a common sexually transmitted infection (STI) passed on through vaginal, anal and, rarely, oral sex. Treatment from a sexual health clinic can help them go away.",56.1
Jaw pain. Temporomandibular disorder (TMD) is a condition affecting the movement of the jaw. It's not usually serious and generally gets better on its own.,49.22222222
"Broken collarbone. A broken collarbone, or fractured clavicle, is a common injury. It usually happens after a fall or a blow to the shoulder.It takes about 6 to 8 weeks to heal in adults, and 3 to 6 weeks in children.The collarbone is a long, slender bone that runs from the breastbone to each shoulder.You can feel it at the top of your chest, just below your neck. Tough bands of tissue (ligaments) connect the collarbone to the breastbone and shoulder blades.",58.0
"Eye infection. Herpes simplex eye infections are a potentially serious type of eye infection.They're caused by a virus called herpes simplex – usually the herpes simplex virus type 1 (HSV-1), which also causes cold sores.It's important to get medical help if you think you may have the infection, as your vision could be at risk if it's not treated.",49.81818182
Chest pain. Most chest pain isn't a sign of anything serious but you should get medical advice just in case. Get immediate medical help if you think you're having a heart attack.,36.1
"Hand, foot and mouth disease. Hand, foot and mouth disease is a common childhood illness that can affect adults. It usually clears up by itself in 7 to 10 days.",66.54545455
"Loss of libido. Loss of libido (sex drive) is a common problem that affects many men and women at some point in their life.It's often linked to relationship issues, stress or tiredness, but can be a sign of an underlying medical problem, such as reduced hormone levels.Everyone's sex drive is different and there's no such thing as a ""normal"" libido. But if you find your lack of desire for sex is distressing or it's affecting your relationship, it's a good idea to get help.This page explains where you can get help and some common causes of a low libido.",68.75
Pyoderma gangrenosum. Pyoderma gangrenosum is a rare skin condition that causes painful ulcers. It's usually treatable but can take some time to heal and may leave some scarring.Pyoderma gangrenosum is not related to gangrene. You cannot catch it from another person.,45.54545455
"Jaundice. Jaundice is when your skin and the whites of your eyes turn yellow. It can be a sign of something serious, such as liver disease, so you need to get urgent medical help.",26.81818182
"Erectile dysfunction. Erection problems (impotence) are very common, particularly in men over 40. It's usually nothing to worry about, but you should see a GP if it keeps happening.",63.81818182
"Air or gas embolism. An air or gas embolism is a bubble that becomes trapped in a blood vessel and blocks it.It can happen if a scuba diver:spends too long underwatersurfaces too quicklyholds their breath as they come upAir can escape from the lungs into the blood vessels (arterial gas embolism) or nitrogen bubbles can form in the blood vessels (decompression sickness or ""the bends"").Air or gas embolisms can cause serious and potentially fatal conditions, such as a stroke or heart attack.Dial 999 and ask for an ambulance if you or someone you're with feels unwell after scuba diving and you suspect an air or gas embolism.",12.11111111
"Anal cancer. Anal cancer is a rare type of cancer that affects the anus (the end of the bowel).About 1,300 people are diagnosed with cancer of the anus each year in the UK.",18.3
"Lambert-Eaton myasthenic syndrome. Lambert-Eaton myasthenic syndrome (LEMS) is a very rare condition that affects the signals sent from the nerves to the muscles.It means the muscles are unable to tighten (contract) properly, resulting in muscle weakness and a range of other symptoms.About half of LEMS cases occur in middle-aged or older people with lung cancer. The remaining cases are not associated with cancer and can start at any age.LEMS is also known as myasthenic syndrome or Eaton-Lambert syndrome.",18.0
Aspergillosis. Aspergillosis is a condition caused by aspergillus mould. There are several different types of aspergillosis. Most affect the lungs and cause breathing difficulties.,48.55555556
"Polio. Polio is a serious viral infection that used to be common in the UK and worldwide. It's rare nowadays because it can be prevented with vaccination.Most people with polio don't have any symptoms and won't know they're infected. But for some people, the polio virus causes temporary or permanent paralysis, which can be life threatening.Cases of polio in the UK fell dramatically when routine vaccination was introduced in the mid-1950s. There hasn't been a case of polio caught in the UK since the mid-80s. But the infection is still found in some parts of the world, and there remains a very small risk it could be brought back to the UK.There's no cure for polio, so it's important to make sure that you and your children are fully vaccinated against it.",23.27272727
"Concussion. Concussion is a temporary injury to the brain caused by a bump, blow or jolt to the head.It usually only lasts up to a few days or weeks, although it sometimes needs emergency treatment and some people can have longer-lasting problems.",63.55555556
"Joint hypermobility syndrome. Hypermobility means your joints are more flexible than other people's (you may think of yourself as being double jointed). When this causes pain, it might be joint hypermobility syndrome.",50.5
"Restless legs syndrome. Restless legs syndrome, also known as Willis-Ekbom disease, is a common condition of the nervous system that causes an overwhelming irresistible urge to move the legs.",54.09090909
"Shortness of breath. Shortness of breath might not be anything to worry about, but sometimes it can be serious and you'll need to get medical help.",48.27272727
Psychosis. Psychosis is when people lose some contact with reality. This might involve seeing or hearing things that other people cannot see or hear (hallucinations) and believing things that are not actually true (delusions).,29.55555556
"Heart block. Heart block is a condition where the heart beats more slowly or with an abnormal rhythm. It's caused by a problem with the electrical pulses that control the rhythm and rate of the heart.   Symptoms depend on which type of heart block you have. First-degree heart block, the least serious type, may not cause any noticeable symptoms. Second-degree heart block sometimes causes troublesome symptoms that need treatment, and third-degree heart block – the most serious type – can sometimes be a medical emergency.",23.9
"Sick building syndrome. Sick building syndrome is the name for symptoms you only get while in a particular building, usually an office.",57.45454545
Essential tremor. A tremor is when you're not able to control shaking or trembling in part of your body. See a GP if a tremor is affecting your life as treatment may help to reduce it.,41.6
"Chronic kidney disease. Chronic kidney disease (CKD) is a long-term condition where the kidneys don't work as well as they should.It's a common condition often associated with getting older. It can affect anyone, but it's more common in people who are black or of south Asian origin.CKD can get worse over time and eventually the kidneys may stop working altogether, but this is uncommon. Many people with CKD are able to live long lives with the condition.",36.8
"Munchausen's syndrome. Munchausen's syndrome is a psychological disorder where someone pretends to be ill or deliberately produces symptoms of illness in themselves.Their main intention is to assume the ""sick role"" so that people care for them and they are the centre of attention.Any practical benefit in pretending to be sick – for example, claiming incapacity benefit – is not the reason for their behaviour.Munchausen's syndrome is named after a German aristocrat, Baron Munchausen, who became famous for telling wild, unbelievable tales about his exploits.",58.44444444
"Postural tachycardia syndrome. Postural tachycardia syndrome (PoTS) is an abnormal increase in heart rate that occurs after sitting up or standing. Some typical symptoms include dizziness and fainting.It's sometimes known as postural orthostatic tachycardia syndrome.PoTS affects a range of people but is most common in girls and women aged 15 to 50.Some people have mild symptoms, while others find the condition affects their quality of life. PoTS often improves gradually over time, and there are some medicines and self-care measures that can help.",57.0
"Von Willebrand disease. Von Willebrand disease (VWD) is a common inherited condition that can sometimes cause heavy bleeding.People with VWD have a low level of a substance called von Willebrand factor in their blood, or this substance doesn't work very well.Von Willebrand factor helps blood cells stick together (clot) when you bleed. If there isn't enough of it or it doesn't work properly, it takes longer for bleeding to stop.There's currently no cure for VWD, but it doesn't usually cause serious problems and most people with it can live normal, active lives.",57.27272727
"Body dysmorphic disorder. Body dysmorphic disorder (BDD), or body dysmorphia, is a mental health condition where a person spends a lot of time worrying about flaws in their appearance. These flaws are often unnoticeable to others.People of any age can have BDD, but it's most common in teenagers and young adults. It affects both men and women. Having BDD does not mean you are vain or self-obsessed. It can be very upsetting and have a big impact on your life.",34.33333333
"Vaginal discharge. Vaginal discharge is normal – most women and girls get it. It's a fluid or mucus that keeps the vagina clean and moist, and protects it from infection.",80.7
Orf. Orf is a viral skin disease that can be spread to humans by handling infected sheep and goats.The disease – caused by a parapoxvirus – is also known as:contagious ecthyma contagious pustular dermatitis scabby mouth,48.25
"Anaemia. Iron deficiency anaemia is caused by lack of iron, often because of blood loss or pregnancy. It's treated with iron tablets prescribed by a GP and by eating iron-rich foods.",62.44444444
"Slapped cheek syndrome. Slapped cheek syndrome (fifth disease) is common in children and should clear up on its own within 3 weeks. It's rarer in adults, but can be more serious.",68.11111111
"Cleft lip and palate. A cleft is a gap or split in the upper lip and/or roof of the mouth (palate). It is present from birth.The gap is there because parts of the baby's face did not join together properly during development in the womb. A cleft lip and palate is the most common facial birth defect in the UK, affecting around 1 in every 700 babies.",62.7
